iso_code,continent,location,date,population,total_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
53,4.573,263,22.693,,,70.408,6.075,,,,,,,,,,,,,,,,,,
79,6.816,370,31.925,,,,,,,,,,,,,,,,,,,,,,
100,8.628,493,42.538,,,,,,,,,,,,,,,,,,,,,,
130,11.217,646,55.74,,,,,,,,,,,,,,,,,,,,,,
164,14.151,840,72.479,,,,,,,,,,,,,,,,,,,,,,
229,19.759,1108,95.603,,,,,,,,,,,,,,,,,,,,,,
290,25.022,1384,119.417,,,,,,,,,,,,,,,,,,,,,,
326,28.129,1661,143.318,,,1507.739,130.094,,,,,,,,,,,,,,,,,,
385,33.219,1883,162.473,,,,,,,,,,,,,,,,,,,,,,
487,42.02,2204,190.17,,,,,,,,,,,,,,,,,,,,,,
612,52.806,2721,234.779,,,,,,,,,,,,,,,,,,,,,,
699,60.313,3111,268.43,,,,,,,,,,,,,,,,,,,,,,
789,68.078,3649,314.851,,,,,,,,,,,,,,,,,,,,,,
867,74.808,4088,352.73,,,,,,,,,,,,,,,,,,,,,,
961,82.919,4536,391.385,,,3519.399,303.668,,,,,,,,,,,,,,,,,,
1021,88.096,4897,422.533,,,,,,,,,,,,,,,,,,,,,,
1088,93.877,4988,430.385,,,,,,,,,,,,,,,,,,,,,,
1144,98.709,5219,450.317,,,,,,,,,,,,,,,,,,,,,,
1205,103.972,5398,465.762,,,,,,,,,,,,,,,,,,,,,,
1256,108.373,5562,479.912,,,,,,,,,,,,,,,,,,,,,,
1261,108.804,5531,477.238,,,,,,,,,,,,,,,,,,,,,,
1267,109.322,5620,484.917,,,3591.819,309.917,,,,,,,,,,,,,,,,,,
1260,108.718,5759,496.91,,,,,,,,,,,,,,,,,,,,,,
1276,110.099,5710,492.682,,,,,,,,,,,,,,,,,,,,,,
1286,110.961,5620,484.917,,,,,,,,,,,,,,,,,,,,,,
1279,110.357,5640,486.643,,,,,,,,,,,,,,,,,,,,,,
1262,108.891,5663,488.627,,,,,,,,,,,,,,,,,,,,,,
1251,107.941,5538,477.842,,,,,,,,,,,,,,,,,,,,,,
1253,108.114,5542,478.187,,,2846.499,245.608,,,,,,,,,,,,,,,,,,
1226,105.784,5554,479.222,,,,,,,,,,,,,,,,,,,,,,
1204,103.886,5532,477.324,,,,,,,,,,,,,,,,,,,,,,
1182,101.988,5331,459.981,,,,,,,,,,,,,,,,,,,,,,
1150,99.227,5181,447.038,,,,,,,,,,,,,,,,,,,,,,
1119,96.552,5088,439.014,,,,,,,,,,,,,,,,,,,,,,
1081,93.273,4889,421.843,,,,,,,,,,,,,,,,,,,,,,
1071,92.41,4940,426.244,,,1936.223,167.065,,,,,,,,,,,,,,,,,,
1079,93.101,4996,431.076,,,,,,,,,,,,,,,,,,,,,,
1020,88.01,4765,411.144,,,,,,,,,,,,,,,,,,,,,,
993,85.68,4527,390.608,,,,,,,,,,,,,,,,,,,,,,
970,83.696,4353,375.595,,,,,,,,,,,,,,,,,,,,,,
934,80.589,4195,361.962,,,,,,,,,,,,,,,,,,,,,,
901,77.742,3957,341.426,,,,,,,,,,,,,,,,,,,,,,
903,77.915,3968,342.375,,,1428.279,123.238,,,,,,,,,,,,,,,,,,
876,75.585,3976,343.066,,,,,,,,,,,,,,,,,,,,,,
797,68.768,3733,322.099,,,,,,,,,,,,,,,,,,,,,,
769,66.353,3609,311.399,,,,,,,,,,,,,,,,,,,,,,
749,64.627,3386,292.158,,,,,,,,,,,,,,,,,,,,,,
690,59.536,3109,268.257,,,,,,,,,,,,,,,,,,,,,,
684,59.018,3080,265.755,,,,,,,,,,,,,,,,,,,,,,
655,56.516,3044,262.649,,,915.305,78.976,,,,,,,,,,,,,,,,,,
646,55.74,3080,265.755,,,,,,,,,,,,,,,,,,,,,,
582,50.217,2868,247.463,,,,,,,,,,,,,,,,,,,,,,
542,46.766,2699,232.881,,,,,,,,,,,,,,,,,,,,,,
508,43.832,2555,220.456,,,,,,,,,,,,,,,,,,,,,,
502,43.315,2381,205.443,,,,,,,,,,,,,,,,,,,,,,
475,40.985,2222,191.723,,,,,,,,,,,,,,,,,,,,,,
477,41.158,2222,191.723,,,667.871,57.627,,,,,,,,,,,,,,,,,,
465,40.122,2230,192.414,,,,,,,,,,,,,,,,,,,,,,
427,36.843,2085,179.902,,,,,,,,,,,,,,,,,,,,,,
407,35.118,1966,169.635,,,,,,,,,,,,,,,,,,,,,,
380,32.788,1862,160.661,,,,,,,,,,,,,,,,,,,,,,
364,31.407,1750,150.997,,,,,,,,,,,,,,,,,,,,,,
345,29.768,1625,140.212,,,,,,,,,,,,,,,,,,,,,,
342,29.509,1614,139.263,,,445.583,38.447,,,,,,,,,,,,,,,,,,
345,29.768,1630,140.643,,,,,,,,,,,,,,,,,,,,,,
313,27.007,1527,131.756,,,,,,,,,,,,,,,,,,,,,,
277,23.901,1448,124.939,,,,,,,,,,,,,,,,,,,,,,
268,23.124,1388,119.762,,,,,,,,,,,,,,,,,,,,,,
259,22.348,1360,117.346,,,,,,,,,,,,,,,,,,,,,,
256,22.089,1296,111.824,,,,,,,,,,,,,,,,,,,,,,
251,21.657,1306,112.687,,,377.186,32.545,,,,,,,,,,,,,,,,,,
249,21.485,1304,112.515,,,,,,,,,,,,,,,,,,,,,,
223,19.241,1150,99.227,,,,,,,,,,,,,,,,,,,,,,
209,18.033,1050,90.598,,,,,,,,,,,,,,,,,,,,,,
187,16.135,939,81.021,,,,,,,,,,,,,,,,,,,,,,
173,14.927,892,76.965,,,,,,,,,,,,,,,,,,,,,,
168,14.496,823,71.012,,,,,,,,,,,,,,,,,,,,,,
164,14.151,818,70.58,,,256.487,22.131,,,,,,,,,,,,,,,,,,
166,14.323,821,70.839,,,,,,,,,,,,,,,,,,,,,,
172,14.841,821,70.839,,,,,,,,,,,,,,,,,,,,,,
145,12.511,739,63.764,,,,,,,,,,,,,,,,,,,,,,
137,11.821,702,60.571,,,,,,,,,,,,,,,,,,,,,,
121,10.44,647,55.826,,,,,,,,,,,,,,,,,,,,,,
111,9.578,573,49.441,,,,,,,,,,,,,,,,,,,,,,
116,10.009,576,49.7,,,199.154,17.184,,,,,,,,,,,,,,,,,,
115,9.923,575,49.613,,,,,,,,,,,,,,,,,,,,,,
102,8.801,527,45.472,,,,,,,,,,,,,,,,,,,,,,
99,8.542,484,41.762,,,,,,,,,,,,,,,,,,,,,,
89,7.679,479,41.33,,,,,,,,,,,,,,,,,,,,,,
88,7.593,425,36.671,,,,,,,,,,,,,,,,,,,,,,
82,7.075,395,34.082,,,,,,,,,,,,,,,,,,,,,,
85,7.334,400,34.514,,,147.857,12.758,,,,,,,,,,,,,,,,,,
75,6.471,393,33.91,,,,,,,,,,,,,,,,,,,,,,
67,5.781,371,32.011,,,,,,,,,,,,,,,,,,,,,,
60,5.177,344,29.682,,,,,,,,,,,,,,,,,,,,,,
52,4.487,340,29.337,,,,,,,,,,,,,,,,,,,,,,
50,4.314,308,26.576,,,,,,,,,,,,,,,,,,,,,,
53,4.573,292,25.195,,,,,,,,,,,,,,,,,,,,,,
50,4.314,295,25.454,,,130.758,11.282,,,,,,,,,,,,,,,,,,
42,3.624,293,25.281,,,,,,,,,,,,,,,,,,,,,,
41,3.538,281,24.246,,,,,,,,,,,,,,,,,,,,,,
40,3.451,268,23.124,,,,,,,,,,,,,,,,,,,,,,
38,3.279,256,22.089,,,,,,,,,,,,,,,,,,,,,,
36,3.106,247,21.312,,,,,,,,,,,,,,,,,,,,,,
34,2.934,237,20.449,,,,,,,,,,,,,,,,,,,,,,
36,3.106,237,20.449,,,104.606,9.026,,,,,,,,,,,,,,,,,,
41,3.538,244,21.053,,,,,,,,,,,,,,,,,,,,,,
37,3.193,222,19.155,,,,,,,,,,,,,,,,,,,,,,
36,3.106,203,17.516,,,,,,,,,,,,,,,,,,,,,,
35,3.02,187,16.135,,,,,,,,,,,,,,,,,,,,,,
32,2.761,168,14.496,,,,,,,,,,,,,,,,,,,,,,
29,2.502,170,14.668,,,,,,,,,,,,,,,,,,,,,,
30,2.589,170,14.668,,,82.478,7.117,,,,,,,,,,,,,,,,,,
27,2.33,169,14.582,,,,,,,,,,,,,,,,,,,,,,
32,2.761,178,15.359,,,,,,,,,,,,,,,,,,,,,,
32,2.761,165,14.237,,,,,,,,,,,,,,,,,,,,,,
36,3.106,160,13.805,,,,,,,,,,,,,,,,,,,,,,
32,2.761,143,12.339,,,,,,,,,,,,,,,,,,,,,,
28,2.416,132,11.39,,,,,,,,,,,,,,,,,,,,,,
27,2.33,130,11.217,,,71.414,6.162,,,,,,,,,,,,,,,,,,
23,1.985,138,11.907,,,,,,,,,,,,,,,,,,,,,,
27,2.33,147,12.684,,,,,,,,,,,,,,,,,,,,,,
27,2.33,150,12.943,,,,,,,,,,,,,,,,,,,,,,
28,2.416,147,12.684,,,,,,,,,,,,,,,,,,,,,,
28,2.416,145,12.511,,,,,,,,,,,,,,,,,,,,,,
30,2.589,161,13.892,,,,,,,,,,,,,,,,,,,,,,
31,2.675,168,14.496,,,107.624,9.286,,,,,,,,,,,,,,,,,,
36,3.106,181,15.617,,,,,,,,,,,,,,,,,,,,,,
33,2.847,172,14.841,,,,,,,,,,,,,,,,,,,,,,
41,3.538,191,16.48,,,,,,,,,,,,,,,,,,,,,,
40,3.451,203,17.516,,,,,,,,,,,,,,,,,,,,,,
41,3.538,218,18.81,,,,,,,,,,,,,,,,,,,,,,
44,3.797,210,18.12,,,,,,,,,,,,,,,,,,,,,,
47,4.055,211,18.206,,,153.892,13.278,,,,,,,,,,,,,,,,,,
52,4.487,222,19.155,,,,,,,,,,,,,,,,,,,,,,
49,4.228,232,20.018,,,,,,,,,,,,,,,,,,,,,,
47,4.055,263,22.693,,,,,,,,,,,,,,,,,,,,,,
42,3.624,267,23.038,,,,,,,,,,,,,,,,,,,,,,
48,4.142,253,21.83,,,,,,,,,,,,,,,,,,,,,,
56,4.832,259,22.348,,,,,,,,,,,,,,,,,,,,,,
58,5.004,271,23.383,,,212.23,18.312,,,,,,,,,,,,,,,,,,
54,4.659,290,25.022,,,,,,,,,,,,,,,,,,,,,,
63,5.436,265,22.865,,,,,,,,,,,,,,,,,,,,,,
61,5.263,293,25.281,,,,,,,,,,,,,,,,,,,,,,
65,5.608,278,23.987,,,,,,,,,,,,,,,,,,,,,,
69,5.954,285,24.591,,,,,,,,,,,,,,,,,,,,,,
67,5.781,281,24.246,,,,,,,,,,,,,,,,,,,,,,
69,5.954,285,24.591,,,227.318,19.614,,,,,,,,,,,,,,,,,,
73,6.299,312,26.921,,,,,,,,,,,,,,,,,,,,,,
77,6.644,307,26.489,,,,,,,,,,,,,,,,,,,,,,
76,6.558,301,25.972,,,,,,,,,,,,,,,,,,,,,,
74,6.385,309,26.662,,,,,,,,,,,,,,,,,,,,,,
80,6.903,312,26.921,,,,,,,,,,,,,,,,,,,,,,
82,7.075,309,26.662,,,,,,,,,,,,,,,,,,,,,,
86,7.42,337,29.078,,,280.627,24.214,,,,,,,,,,,,,,,,,,
91,7.852,341,29.423,,,,,,,,,,,,,,,,,,,,,,
89,7.679,335,28.905,,,,,,,,,,,,,,,,,,,,,,
83,7.162,334,28.819,,,,,,,,,,,,,,,,,,,,,,
82,7.075,303,26.144,,,,,,,,,,,,,,,,,,,,,,
84,7.248,314,27.093,,,,,,,,,,,,,,,,,,,,,,
85,7.334,310,26.748,,,,,,,,,,,,,,,,,,,,,,
87,7.507,312,26.921,,,201.166,17.357,,,,,,,,,,,,,,,,,,
89,7.679,320,27.611,,,,,,,,,,,,,,,,,,,,,,
85,7.334,282,24.332,,,,,,,,,,,,,,,,,,,,,,
81,6.989,260,22.434,,,,,,,,,,,,,,,,,,,,,,
82,7.075,257,22.175,,,,,,,,,,,,,,,,,,,,,,
77,6.644,252,21.744,,,,,,,,,,,,,,,,,,,,,,
72,6.212,230,19.845,,,,,,,,,,,,,,,,,,,,,,
71,6.126,233,20.104,,,112.653,9.72,,,,,,,,,,,,,,,,,,
74,6.385,243,20.967,,,,,,,,,,,,,,,,,,,,,,
68,5.867,226,19.5,,,,,,,,,,,,,,,,,,,,,,
60,5.177,221,19.069,,,,,,,,,,,,,,,,,,,,,,
58,5.004,209,18.033,,,,,,,,,,,,,,,,,,,,,,
52,4.487,215,18.551,,,,,,,,,,,,,,,,,,,,,,
53,4.573,215,18.551,,,,,,,,,,,,,,,,,,,,,,
53,4.573,223,19.241,,,140.816,12.15,,,,,,,,,,,,,,,,,,
52,4.487,235,20.277,,,,,,,,,,,,,,,,,,,,,,
59,5.091,260,22.434,,,,,,,,,,,,,,,,,,,,,,
60,5.177,250,21.571,,,,,,,,,,,,,,,,,,,,,,
65,5.608,249,21.485,,,,,,,,,,,,,,,,,,,,,,
67,5.781,254,21.916,,,,,,,,,,,,,,,,,,,,,,
68,5.867,260,22.434,,,,,,,,,,,,,,,,,,,,,,
71,6.126,293,25.281,,,229.329,19.787,,,,,,,,,,,,,,,,,,
72,6.212,318,27.438,,,,,,,,,,,,,,,,,,,,,,
67,5.781,315,27.18,,,,,,,,,,,,,,,,,,,,,,
74,6.385,353,30.458,,,,,,,,,,,,,,,,,,,,,,
69,5.954,371,32.011,,,,,,,,,,,,,,,,,,,,,,
78,6.73,392,33.823,,,,,,,,,,,,,,,,,,,,,,
78,6.73,421,36.326,,,,,,,,,,,,,,,,,,,,,,
77,6.644,432,37.275,,,347.011,29.942,,,,,,,,,,,,,,,,,,
87,7.507,490,42.279,,,,,,,,,,,,,,,,,,,,,,
94,8.111,505,43.573,,,,,,,,,,,,,,,,,,,,,,
95,8.197,550,47.456,,,,,,,,,,,,,,,,,,,,,,
104,8.974,602,51.943,,,,,,,,,,,,,,,,,,,,,,
110,9.491,620,53.496,,,,,,,,,,,,,,,,,,,,,,
120,10.354,626,54.014,,,,,,,,,,,,,,,,,,,,,,
135,11.648,654,56.43,,,485.816,41.918,,,,,,,,,,,,,,,,,,
140,12.08,708,61.089,,,,,,,,,,,,,,,,,,,,,,
150,12.943,716,61.779,,,,,,,,,,,,,,,,,,,,,,
157,13.547,739,63.764,,,,,,,,,,,,,,,,,,,,,,
156,13.46,773,66.698,,,,,,,,,,,,,,,,,,,,,,
163,14.064,789,68.078,,,,,,,,,,,,,,,,,,,,,,
185,15.963,819,70.667,,,,,,,,,,,,,,,,,,,,,,
186,16.049,866,74.722,,,592.434,51.118,,,,,,,,,,,,,,,,,,
195,16.825,937,80.848,,,,,,,,,,,,,,,,,,,,,,
189,16.308,952,82.142,,,,,,,,,,,,,,,,,,,,,,
201,17.343,1050,90.598,,,,,,,,,,,,,,,,,,,,,,
213,18.379,1110,95.775,,,,,,,,,,,,,,,,,,,,,,
214,18.465,1191,102.764,,,,,,,,,,,,,,,,,,,,,,
228,19.673,1260,108.718,,,,,,,,,,,,,,,,,,,,,,
245,21.14,1334,115.103,,,942.463,81.32,,,,,,,,,,,,,,,,,,
268,23.124,1473,127.097,,,,,,,,,,,,,,,,,,,,,,
281,24.246,1622,139.953,,,,,,,,,,,,,,,,,,,,,,
313,27.007,1778,153.413,,,,,,,,,,,,,,,,,,,,,,
327,28.215,1951,168.34,,,,,,,,,,,,,,,,,,,,,,
358,30.89,2099,181.11,,,,,,,,,,,,,,,,,,,,,,
384,33.133,2267,195.606,,,,,,,,,,,,,,,,,,,,,,
412,35.549,2497,215.451,,,1859.78,160.469,,,,,,,,,,,,,,,,,,
446,38.483,2773,239.266,,,,,,,,,,,,,,,,,,,,,,
487,42.02,2978,256.954,,,,,,,,,,,,,,,,,,,,,,
525,45.299,3275,282.581,,,,,,,,,,,,,,,,,,,,,,
573,49.441,3649,314.851,,,,,,,,,,,,,,,,,,,,,,
633,54.618,4056,349.968,,,,,,,,,,,,,,,,,,,,,,
694,59.881,4408,380.34,,,,,,,,,,,,,,,,,,,,,,
756,65.231,4825,416.321,,,3434.91,296.378,,,,,,,,,,,,,,,,,,
812,70.063,5268,454.545,,,,,,,,,,,,,,,,,,,,,,
912,78.691,5548,478.704,,,,,,,,,,,,,,,,,,,,,,
994,85.766,5924,511.147,,,,,,,,,,,,,,,,,,,,,,
1057,91.202,6187,533.84,,,,,,,,,,,,,,,,,,,,,,
1105,95.344,6439,555.584,,,,,,,,,,,,,,,,,,,,,,
1161,100.176,6502,561.019,,,,,,,,,,,,,,,,,,,,,,
1223,105.525,6824,588.803,,,4759.588,410.677,,,,,,,,,,,,,,,,,,
1302,112.342,7233,624.093,,,,,,,,,,,,,,,,,,,,,,
1353,116.742,7461,643.766,,,,,,,,,,,,,,,,,,,,,,
1412,121.833,7411,639.452,,,,,,,,,,,,,,,,,,,,,,
1428,123.214,7290,629.011,,,,,,,,,,,,,,,,,,,,,,
1459,125.889,7224,623.317,,,,,,,,,,,,,,,,,,,,,,
1464,126.32,6895,594.929,,,,,,,,,,,,,,,,,,,,,,
1470,126.838,6955,600.106,,,4325.069,373.185,,,,,,,,,,,,,,,,,,
1474,127.183,7221,623.058,,,,,,,,,,,,,,,,,,,,,,
1470,126.838,7058,608.993,,,,,,,,,,,,,,,,,,,,,,
1463,126.234,6879,593.549,,,,,,,,,,,,,,,,,,,,,,
1456,125.63,7010,604.852,,,,,,,,,,,,,,,,,,,,,,
1457,125.716,6762,583.453,,,,,,,,,,,,,,,,,,,,,,
1423,122.782,6505,561.278,,,,,,,,,,,,,,,,,,,,,,
1439,124.163,6518,562.4,,,3351.426,289.175,,,,,,,,,,,,,,,,,,
1408,121.488,6580,567.75,,,,,,,,,,,,,,,,,,,,,,
1356,117.001,6240,538.413,,,,,,,,,,,,,,,,,,,,,,
1323,114.154,5930,511.665,,,,,,,,,,,,,,,,,,,,,,
1286,110.961,5651,487.592,,,,,,,,,,,,,,,,,,,,,,
1256,108.373,5418,467.487,,,,,,,,,,,,,,,,,,,,,,
1201,103.627,5017,432.888,,,,,,,,,,,,,,,,,,,,,,
1194,103.023,5025,433.578,,,2197.739,189.63,,,,,,,,,,,,,,,,,,
1168,100.78,5076,437.978,,,,,,,,,,,,,,,,,,,,,,
1105,95.344,4783,412.697,,,,,,,,,,,,,,,,,,,,,,
1071,92.41,4570,394.319,,,,,,,,,,,,,,,,,,,,,,
1034,89.218,4376,377.579,,,,,,,,,,,,,,,,,,,,,,
997,86.025,4215,363.688,,,,,,,,,,,,,,,,,,,,,,
946,81.625,3994,344.619,,,,,,,,,,,,,,,,,,,,,,
904,78.001,3989,344.187,,,1675.713,144.587,,,,,,,,,,,,,,,,,,
900,77.656,4014,346.345,,,,,,,,,,,,,,,,,,,,,,
854,73.687,3707,319.855,,,,,,,,,,,,,,,,,,,,,,
829,71.53,3590,309.76,,,,,,,,,,,,,,,,,,,,,,
786,67.819,3417,294.833,,,,,,,,,,,,,,,,,,,,,,
789,68.078,3348,288.879,,,,,,,,,,,,,,,,,,,,,,
753,64.972,3163,272.917,,,,,,,,,,,,,,,,,,,,,,
744,64.195,3210,276.972,,,1368.935,118.117,,,,,,,,,,,,,,,,,,
724,62.47,3272,282.322,,,,,,,,,,,,,,,,,,,,,,
677,58.414,3136,270.587,,,,,,,,,,,,,,,,,,,,,,
662,57.12,3034,261.786,,,,,,,,,,,,,,,,,,,,,,
658,56.775,2961,255.487,,,,,,,,,,,,,,,,,,,,,,
646,55.74,2896,249.879,,,,,,,,,,,,,,,,,,,,,,
627,54.1,2770,239.007,,,,,,,,,,,,,,,,,,,,,,
617,53.237,2861,246.859,,,1317.637,113.691,,,,,,,,,,,,,,,,,,
615,53.065,2888,249.189,,,,,,,,,,,,,,,,,,,,,,
594,51.253,2772,239.18,,,,,,,,,,,,,,,,,,,,,,
571,49.268,2707,233.571,,,,,,,,,,,,,,,,,,,,,,
562,48.492,2683,231.5,,,,,,,,,,,,,,,,,,,,,,
547,47.197,2616,225.719,,,,,,,,,,,,,,,,,,,,,,
541,46.68,2523,217.695,,,,,,,,,,,,,,,,,,,,,,
543,46.852,2538,218.989,,,1298.527,112.042,,,,,,,,,,,,,,,,,,
546,47.111,2610,225.202,,,,,,,,,,,,,,,,,,,,,,
536,46.248,2557,220.629,,,,,,,,,,,,,,,,,,,,,,
512,44.177,2471,213.208,,,,,,,,,,,,,,,,,,,,,,
514,44.35,2447,211.137,,,,,,,,,,,,,,,,,,,,,,
511,44.091,2282,196.9,,,,,,,,,,,,,,,,,,,,,,
493,42.538,2286,197.246,,,,,,,,,,,,,,,,,,,,,,
491,42.366,2359,203.544,,,1169.78,100.933,,,,,,,,,,,,,,,,,,
510,44.005,2440,210.533,,,,,,,,,,,,,,,,,,,,,,
498,42.969,2417,208.549,,,,,,,,,,,,,,,,,,,,,,
496,42.797,2333,201.301,,,,,,,,,,,,,,,,,,,,,,
494,42.624,2187,188.703,,,,,,,,,,,,,,,,,,,,,,
489,42.193,2081,179.557,,,,,,,,,,,,,,,,,,,,,,
481,41.503,2122,183.095,,,,,,,,,,,,,,,,,,,,,,
